fdc_id,alimento,energía_kcal,proteína_g,grasa_lípida_total_g,carbohidratos_por_diferencia_g,fibra_total_dietaria_g,azúcares_total_incluido_nlea_g,calcio_ca_mg,hierro_fe_mg,magnesio_mg_mg,fósforo_p_mg,potasio_k_mg,sodio_na_mg,zinc_zn_mg,cobre_cu_mg,manganeso_mn_mg,selenio_se_ug,yodo_i_ug,cromo_cr_ug,molibdeno_mo_ug,cloruro_cl_mg,fluoruro_f_ug,vitamina_a_rae_ug,vitamina_c_total_ácido_ascórbico_mg,vitamina_d_d2_plus_d3_ug,vitamina_e_alfa_tocoferol_mg,vitamina_k_filoquinona_ug,tiamina_mg,mg_riboflavina,niacina_mg,ácido_pantoténico_mg,vitamina_b_6_mg,folato_total_ug,vitamina_b_12_ug,colina_total_mg,biotina_ug,vitamina_a_iu_iu
167902,"Cerdo, fresco, molido, crudo",263,16.88,21.19,0,0,,14,0.88,19,175,287,56,2.2,0.045,0.01,24.6,,,,,,2,0.7,,,,0.732,0.235,4.338,0.668,0.383,5,0.7,,,7
167907,"Cerdo, fresco, compuesto de cortes minoristas recortados (lomo y omóplato), sólo magro separable, crudo",144,21.23,5.88,0,0,,17,0.88,23,209,384,54,1.99,0.065,0.012,32.4,,,,,,2,0.6,,,,0.98,0.272,4.825,0.789,0.51,5,0.66,,,7
167909,"HORMEL, Cura 81 Jamón",106,18.43,3.59,0.21,,,4,0.8,20,,319,1038,2,0.1,,,,,,,,,1.6,,,,,,,,,,,,,0
167910,"HORMEL SIEMPRE TIERNO, Solomillo De Cerdo, Sabor Teriyaki",119,18.2,3.07,4.63,,,7,1,22,,536,413,1.5,0.1,,,,,,,,,2.7,,,,,,,,,,,,,0
167911,HORMEL Tocino Estilo Canadiense,122,16.88,4.94,1.87,,,6,0.9,19,,279,1016,1.8,0.1,,,,,,,,,1.4,,,,,,,,,,,,,0
167916,"Cerdo, curado, jamón, con agua añadida, lomo, con hueso, sólo magro separable, sin calentar",95,15.43,3.48,0.67,0,,7,1.13,16,235,205,1170,1.37,0.091,0.022,28.8,,,,,,9,0,,0.16,0,0.235,0.213,5.32,0.377,0.265,3,0.54,63.8,,29
167918,"Cerdo, curado, jamón con agua añadida, lonchas, con hueso, sólo magro separable, calentado, para asar",131,22.04,4.3,1.48,0,,11,1.12,20,260,289,1374,2.29,0.118,0.022,30,,,,,,12,0,,0.26,0,0.384,0.182,5.436,0.726,0.461,2,0.58,90.2,,38
167927,"Pasteles tostados, fruta, glaseados (incluye manzanas, arándanos, cerezas y fresas)",385,4.01,9.02,71.83,1.8,,12,4.35,11,71,86,311,0.36,0.062,0.322,3.4,,,,,,202,0,0,0.74,19.4,0.519,0.495,6.174,0.304,0.495,90,0.01,8.4,,672
167928,"Pasteles tostados, fruta, tostados (incluye manzana, arándano, cereza, fresa)",409,4.7,11.03,72.7,1,,11,3.92,12,76,81,354,0.38,0.068,0.332,5.1,,,,,,467,0,,0.9,6.6,0.365,0.415,5.25,0.34,0.465,48,,9.2,,1563
167935,"Pan, pan dulce, pan dulce de levadura",367,9.42,11.58,56.38,2.3,,86,2.87,24,94,103,228,0.84,0.121,0.46,26.2,,,,,,5,1.2,0,0.29,1.6,0.377,0.23,3.463,0.59,0.057,108,0.11,29.1,,23
167940,"Bollos de canela, glaseados (incluye bollos de miel)",452,4.45,26.61,48.6,1.2,,183,1.37,14,131,102,305,0.53,0.062,0.292,13,,,,,,0,0.3,0,1.15,15.2,0.211,0.138,2.404,0.337,0.038,72,0.16,10.6,,2
167943,"pan, patata",266,12.5,3.13,47.07,6.3,,188,2.25,28,369,718,375,1.44,0.094,0.253,9.5,,,,,,24,0,0.1,0.47,6.8,0.188,0.106,1.25,0.817,0.232,126,0.15,18.4,,89
167944,"pan, queso",408,10.42,20.83,44.83,2.1,,90,2.49,17,120,84,750,0.96,0.086,0.366,19.8,,,,,,24,0,0.1,1.49,32.4,0.433,0.303,3.279,0.35,0.048,107,0.24,8.5,,93
167945,"Focaccia, pan plano italiano, sencillo",249,8.77,7.89,35.82,1.8,,35,3.16,20,128,114,561,1.33,0.091,0.364,15.9,,,,,,0,0,0,1.42,5.7,0.47,0.301,3.67,0.645,0.113,138,0,2.9,,2
168002,"Glutino, Obleas Sin Gluten, Sabor A Limón",515,0,24.18,74.39,0,,9,0.18,3,39,36,111,0.03,0,0.019,0,,,,,,,,,3.12,,0.045,0.074,0.065,0,0,0,,,,
168009,"Schar, sin gluten, sin trigo, pan blanco clásico",240,3.81,4.47,46.13,5.1,,159,3.17,11,55,66,441,0.47,0.087,0.176,0.4,,,,,,,,,,,0.51,0.505,3.42,,0.037,15,,,,
168011,"Gofres Van's, Sin Gluten, Totalmente Originales",248,2.99,8.22,40.54,,,48,0.56,31,345,121,508,0.54,0.097,0.886,0.4,,,,,,,,,,7.3,0.083,0.04,1.803,0.48,0.067,8,,,,
168013,"Pan, multicereales (incluye cereales integrales)",265,13.36,4.23,43.34,7.4,,103,2.5,78,228,230,381,1.7,0.282,2.025,32.9,,,,,,0,0.1,0,0.37,1.4,0.279,0.131,4.042,0.336,0.263,75,0,22,,0
168017,"Nueces de ratón, raíces (Nativos de Alaska)",81,3.9,0.1,16.1,,,22,,,175,,,,,,,,,,,,,16,,,,0.01,0.04,0.1,,,,,,,
168018,"Nueces de ratón, plántulas (Nativos de Alaska)",104,7.3,1.1,16.3,,,17,,,150,,,,,,,,,,,,,8,,,,0.01,0.14,1,,,,,,,
168019,Pulpo (nativo de Alaska),56,12.3,0.8,0,,,35,4.9,,158,,,1.43,0.37,0.021,,,,,,,,0,,,,0.03,0.04,2,,,,,,,0
168020,"Foca barbuda (Oogruk), carne, seca (Nativos de Alaska)",351,82.6,2.3,0,0,,,49.6,,784,,,,,,,,,,,,393,,,,,0.13,0.63,,,,,,,,1310
168021,"Pescado, lucio, norteño, hígado (Nativos de Alaska)",156,16.6,8,4.3,,,28,2.1,,412,,,,,,,,,,,,,,,,,0.1,0.7,5,,,,,,,860
168022,"Ruibarbo, silvestre, hojas (Nativo de Alaska)",61,4.2,0.5,9.9,,,,,,87,,,,,,,,,,,,,33,,,,0.1,,0.1,,,,,,,4480
168023,"Pescado, salmón, tipnuk, fermentado (Nativos de Alaska)",159,15.9,10.6,0,,,,,,46,,,,,,,,,,,,,,,,,0.13,0.15,1.9,,,,,,,780
168025,"Foca, anillada, carne (Nativos de Alaska)",142,28.4,3.2,0,,,5,19.6,,238,,110,,,,,,,,,,116,,,,,0.14,0.53,,0.65,,,,,,385
168026,"Foca anillada, hígado (Nativo de Alaska)",116,18.6,3.3,2.9,,,13,13.5,,3,,,,,,,,,,,,4880,,,,,0.18,,,,,,,,,36600
168028,"Sourdock, hojas tiernas (Nativo de Alaska)",42,2.3,0.7,6.5,,,2,0.8,,55,,,,,,,,,,,,,68,,,,0.09,0.54,1.1,,,,,,,11900
168029,"Morsa, carne, cruda (Nativos de Alaska)",199,19.2,13.6,0,,,18,9.4,,122,,,,,,,,,,,,,,,,,0.18,0.24,4.8,,,,,,,170
168030,"Morsa, carne y grasa subcutánea cruda (Nativos de Alaska)",282,16.3,24.1,0,,,,9.4,,125,,,,,,,,,,,,,,,,,0.08,0.32,,,,,,,,550
168031,"Morsa, hígado, crudo (Nativo de Alaska)",125,21,3,3.5,,,,14.4,,208,,,,,,,,,,,,,,,,,0.08,1.91,,,,,,,,81200
168032,"Petróleo, morsa (nativa de Alaska)",900,0,100,0,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,2600
168033,"Pescado, pescado blanco, especies mixtas, crudo (Nativos de Alaska)",131,18.9,6.1,0,,,,0.29,33,280,317,51,0.99,0.072,,,,,,,,,,,,,0.13,0.13,,,,,,,,540
168034,"Pescado, pescado blanco, ancho, cabeza, ojos, mejillas y huesos blandos (Nativos de Alaska)",107,18.6,3.6,0,,,,3.9,,242,,,,,,,,,,,,,,,,,,,,,,,,,,
168035,"Sauce, hojas en aceite (Nativo de Alaska)",592,2.6,61,8.1,,,,1.3,,58,,,,,,,,,,,,,,,,,,,,,,,,,,
168036,"Sauce, hojas tiernas, picadas (Nativo de Alaska)",122,6.1,1.6,20.7,,,130,2.6,,126,,,,,,,,,,,,,190,,,,,,2.3,,,,,,,18700
168038,"Harina de maíz, blanca (Navajo)",398,10.99,5.04,77.14,10.4,,11,3.79,125,280,443,4,3.24,0.219,0.646,,,,,,,,0,,0.37,0.4,0.31,0.137,2.8,2.49,0.583,32,,,,
168039,"Harina de maíz, amarilla (Navajo)",384,9.85,5.88,72.9,9.4,,6,2.99,107,225,322,4,3.1,0.242,0.641,6,,,,,,,0,,0.37,0.2,0.3,0.093,2.47,0.595,0.59,34,,,,
168040,"Calabaza, india, cruda (Navajo)",26,0.52,0.2,5.64,,,9,0.17,10,12,205,20,0.07,0.017,0.027,,,,,,,,4.5,,0,,0.02,0.02,0.17,0.11,0.058,22,,,,
168045,"Pescado, salmón, salmón rojo (rojo), crudo (Nativos de Alaska)",153,21.94,7.28,0,0,,7,0.53,27,240,360,60,0.52,0.052,0.014,29.9,,,,,,58,0,,1.25,0.3,0.253,0.297,8.04,1.14,0.282,11,7.82,,,193
168046,"Pescado, salmón, chum, crudo (Nativos de Alaska)",116,20.69,3.67,0,0,,7,0.56,26,230,370,59,0.54,0.137,0.03,39.7,,,,,,32,0,,0.49,0.3,0.156,0.217,8.79,1.02,0.189,18,8.08,,,105
168047,"Pescado, salmón, rey (chinook), crudo (Nativos de Alaska)",187,20.25,11.73,0,0,,42,0.79,24,208,370,48,0.52,,,31,,,,,,136,0,,1.49,0.3,0.161,0.169,8.415,0.987,0.271,15,7.38,,,453
168048,"Salmonberries, crudos (Nativos de Alaska)",47,0.85,0.33,10.05,1.9,,13,0.4,15,27,110,14,0.28,0.03,1.1,,,,,,,50,9.2,,1.61,14.8,0.041,0.062,0.466,0.167,0.078,17,,,,496
168049,"Caribú, paleta, seca (Nativo de Alaska)",271,59.38,3.67,0,0,,14,11,62,550,810,950,9.4,0.78,0.11,36.8,,,,,,11,0,0,0.07,0,0.312,1.3,14.8,4.15,0.499,8,15.1,257.7,,37
168051,"Foca barbuda (Oogruk), carne, seca, en aceite (Nativos de Alaska)",367,35.31,25.08,0,0,,7,17,29,240,400,120,3.1,0.27,0.037,90.8,,,,,,,0,,0.55,0,0.011,0.364,6.52,0.727,0.091,11,5.85,68.1,,1947
168052,"Pescado, pescado blanco, seco (Nativo de Alaska)",371,62.44,13.44,0,0,,810,4.1,85,1040,1080,200,5,0.18,0.23,113,,,,,,39,0,,0.66,1.3,0.053,0.438,11.2,2.57,0.365,11,18.4,205.6,,131
168053,"Foca, barbuda (Oogruk), carne, cuadrante inferior, cruda (Nativo de Alaska)",186,23.63,10.17,0,0,,4,17,17,140,210,57,2.6,0.148,0.037,,,,,,,195,,,0.27,0,,,,,,,,63.1,,648
168054,"Pescado, salmón, chum, seco (Nativos de Alaska)",378,62.09,14.38,0,0,,155,2.2,68,650,910,190,1.4,0.254,0.071,103.8,,,,,,16,0,,0.82,0,0.356,0.463,14.65,2.76,0.681,12,28.6,231.2,,53
168056,"Alce, criado en libertad, molido, crudo (Shoshone Bannock)",97,20.14,1.8,0,0,,4,7.17,22,196,328,49,5.82,0.159,0.038,14.3,,,,,,0,,,,,0.18,0.309,5.97,0.84,0.63,,3.45,,,0
168058,"Cerezas choke, crudas, sin hueso (Shoshone Bannock)",156,2.89,0.98,33.88,17,,40,0.4,21,45,309,2,0.19,0.068,0.192,1.7,,,,,,2,0.7,0,0.75,29.3,0.029,0.058,0.672,0.33,0.193,10,0,,,43
168059,"Trucha arco iris, seca, carne (Shoshone Bannock)",382,77.27,8.06,0,0,,85,2.96,84,976,1720,2850,1.79,0.217,0.079,105,,,,,,64,0,15.7,2.41,0,,,,,,,22.4,,,213
168076,"DENNY'S, palitos de queso mozzarella",324,13.56,17.87,27.22,1.6,,331,0.84,21,358,121,1008,1.98,0.067,0.363,16.2,,,,,,96,,,0.74,25.4,0.15,0.257,0.98,0.38,0.084,26,0.95,,,343
168078,"DENNY'S, macarrones con queso, del menú infantil",150,5.19,4.92,21.16,1.2,,83,0.79,23,113,165,300,0.58,0.066,0.26,20.8,,,,,,15,,,0.53,3,0.1,0.283,0.87,0.49,0.077,36,0.19,,,58
168079,"DENNY'S, nuggets de pollo, en forma de estrella, del menú infantil",377,16.27,28.57,13.59,0.8,,16,1.34,22,254,244,644,0.73,0.059,0.212,17.3,,,,,,17,,,1.91,36.6,0.137,0.193,6.353,1.155,0.382,29,0.16,,,58
168089,"Imitación de queso, americano o cheddar, bajo en colesterol.",390,25,32,1,0,,705,0.7,30,530,55,670,3,0.03,,14.6,,,,,,115,0,0,0.28,2.7,0.03,0.36,0.08,,0.07,18,0.83,0.1,,423
168092,"Jamón, pavo, en rodajas, extra magro, preenvasado o delicatessen",134,19.6,5.8,0.93,0,,5,1.35,20,304,299,1038,2.36,0.11,,37,,,,,,0,0,0,0.39,0,0.05,0.25,3.53,,0.23,6,0.26,59.1,,0
168097,"Sustituto de nata, líquido, ligero",71,0.8,3.5,9.1,0,,1,0.56,0,75,177,60,0.05,0,,0.9,,,,,,0,0,0,0.28,0.9,0,0,0,,0,0,0,0,,5
168098,"Queso, monterey, bajo en grasa",313,28.2,21.6,0.7,0,,705,0.72,27,444,81,781,3,0.032,,14.5,,,,,,142,0,0.4,0.19,1.8,0.02,0.36,0.09,,0.08,18,0.83,15.4,,549
168101,"Bolonia, ternera, baja en grasas",204,11.8,14.8,5.2,0,,9,1,12,178,147,821,1.83,0.03,,12.4,,,,,,0,1,0.4,0.19,0.3,0.05,0.1,2.5,,0.15,5,1.4,53.3,,0
168106,papá,371,25.56,3.25,59.87,18.6,,143,7.8,271,385,1000,1745,3.4,0.998,1.562,8.3,,,,,11.9,13,0,0,0.05,0.4,0.277,0.258,1.472,0.917,0.285,219,0,0.4,,50
168114,"Queso, requesón, bajo en grasa, 1 % de grasa láctea, sin sodio añadido",72,12.4,1,2.7,0,,61,0.14,5,134,86,13,0.38,0.028,,8.4,,,,,,11,0,0,0.01,0.1,0.02,0.16,0.13,,0.07,12,0.63,17.5,,40
168118,"Carne de res, mortadela, reducida en sodio",310,11.7,28.4,2,0,,12,1.4,10,82,155,682,2,0.03,,11.7,,,,,,0,0,0.7,0.19,0.3,0.06,0.13,2.63,,0.18,5,1.41,44.3,,0
168121,"Queso, proceso pasteurizado, cheddar o americano, bajo en sodio",376,22.2,31.19,1.6,0,,616,0.39,22,745,162,7,2.99,0.03,,12.7,,,,,,254,0,0.6,0.27,2.6,0.03,0.35,0.07,,0.07,8,0.7,36.2,,959
168124,"Queso, suizo, bajo en sodio.",374,28.4,27.4,3.4,0,,961,0.17,36,605,111,14,3.9,0.032,,12.5,,,,,,216,0,0.5,0.37,2.4,0.02,0.37,0.09,,0.08,6,1.68,15.4,,818
168129,"Medusas, secas, saladas",36,5.5,1.4,0,0,,2,2.27,2,20,3,9690,0.42,0.14,,42.2,,,,,,2,0,0,0.02,0.1,0.01,0.01,0.2,,0.01,1,0.02,95,,7
168141,"Queso, suizo, bajo en grasa.",179,28.4,5.1,3.4,0,,961,0.17,36,605,111,199,3.9,0.027,,12.7,,,,,,40,0,0.1,0.07,0.5,0.02,0.36,0.09,,0.08,6,1.68,15.4,,152
168142,"Edulcorantes de mesa, fructosa, líquido",279,0,0,76.1,0.1,,1,0.11,0,0,0,2,0.09,0.037,,0.5,,,,,,0,0,0,0,0,0,0.02,0,,0,0,0,0,,0
168145,"Jaleas, reducidas en azúcar, conservas caseras.",179,0.3,0.03,46.1,0.8,,5,0.18,6,6,71,2,0.03,0.023,,1.4,,,,,,0,0,0,0,0.2,0.01,0.02,0.14,,0.04,1,0,6.9,,3
168147,Gluten de trigo vital,370,75.16,1.85,13.79,0.6,,142,5.2,25,260,100,29,0.85,0.182,,39.7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0
168148,"Ancas de rana, crudas",73,16.4,0.3,0,0,,18,1.5,20,147,285,58,1,0.25,,14.1,,,,,,15,0,0.2,1,0.1,0.14,0.25,1.2,,0.12,15,0.4,65,,50
168149,"Pescado, caballa, salado",305,18.5,25.1,0,0,,66,1.4,60,254,520,4450,1.1,0.1,,73.4,,,,,,47,0,25.2,2.38,7.8,0.02,0.19,3.3,,0.41,15,12,101.6,,157
168150,"Ciruela de Java (jambolan), cruda",60,0.72,0.23,15.56,,,19,0.19,15,17,79,14,,,,,,,,,,0,14.3,,,,0.006,0.012,0.26,,0.038,,0,,,3
168151,"Azufaifa, cruda",79,1.2,0.2,20.23,,,21,0.48,10,23,250,3,0.05,0.073,0.084,,,,,,,2,69,,,,0.02,0.04,0.9,,0.081,,0,,,40
168152,"Azufaifa, china, fresca, seca",281,4.72,0.5,72.52,6,,63,5.09,,68,217,5,0.39,0.233,31.067,0,,,,,,,217.6,,,,0.047,0.053,,,,,0,,,
168153,"Kiwi, verde, crudo",61,1.14,0.52,14.66,3,,34,0.31,17,34,312,3,0.14,0.13,0.098,0.2,,,,,,4,92.7,0,1.46,40.3,0.027,0.025,0.341,0.183,0.063,25,0,7.8,,87
168154,"Kumquats, crudos",71,1.88,0.86,15.9,6.5,,62,0.86,20,19,186,10,0.17,0.095,0.135,0,,,,,,15,43.9,0,0.15,0,0.037,0.09,0.429,0.208,0.036,17,0,8.4,,290
168155,"Limas, crudas",30,0.7,0.2,10.54,2.8,,33,0.6,6,18,102,2,0.11,0.065,0.008,0.4,,,,,,2,29.1,0,0.22,0.6,0.03,0.02,0.2,0.217,0.043,8,0,5.1,,50
168158,"Arándanos, secos, endulzados",317,2.5,2.5,80,7.5,,19,0.9,18,36,214,3,0.49,0.16,,0.6,,,,,,7,23.8,0,2.35,59.4,0.092,0.127,1.154,,0.152,12,0,18.5,,141
168163,"Membrillos, crudos",57,0.4,0.1,15.3,1.9,,11,0.7,8,17,197,4,0.04,0.13,,0.6,,,,,,2,15,,,,0.02,0.03,0.2,0.081,0.04,3,0,,,40
168164,"Pasas, doradas, sin semillas",301,3.28,0.2,80.02,3.3,,64,0.98,35,101,746,24,0.37,0.228,0.226,0.7,,,,,,0,3.2,0,0.12,3.5,0.008,0.191,1.142,,0.323,3,0,11.1,,0
168165,"Pasas, oscuras, sin semillas (Incluye alimentos para el Programa de Distribución de Alimentos del USDA)",299,3.3,0.25,79.32,4.5,,62,1.79,36,98,744,26,0.36,0.272,0.281,0.6,,,,,233.9,0,2.3,0,0.12,3.5,0.106,0.125,0.766,,0.174,5,0,11.1,,0
168166,"Pasas, sin semillas",296,2.52,0.54,78.47,6.8,,28,2.59,30,75,825,28,0.18,0.302,0.267,0.6,,,,,,0,5.4,0,,,0.112,0.182,1.114,0.045,0.188,3,0,,,0
168170,"Roselle, cruda",49,0.96,0.64,11.31,,,215,1.48,51,37,208,6,,,,,,,,,,14,12,,,,0.011,0.028,0.31,,,,0,,,287
168171,"Manzanas rosadas, crudas",25,0.6,0.3,5.7,,,29,0.07,5,8,123,0,0.06,0.016,0.029,,,,,,,17,22.3,,,,0.02,0.03,0.8,,,,0,,,339
168175,"Manzanas azucaradas (dulce), crudas",94,2.06,0.29,23.64,4.4,,24,0.6,21,32,247,9,0.1,0.086,,0.6,,,,,,0,36.3,,,,0.11,0.113,0.883,0.226,0.2,14,0,,,6
168176,"Feijoa, cruda",61,0.71,0.42,15.21,6.4,,17,0.14,9,19,172,3,0.06,0.036,0.084,,,,,,,0,32.9,,0.16,3.5,0.006,0.018,0.295,0.233,0.067,23,0,,,6
168177,"Peras, asiáticas, crudas",42,0.5,0.23,10.65,3.6,,4,0,8,11,121,0,0.02,0.05,0.06,0.1,,,,,,0,3.8,0,0.12,4.5,0.009,0.01,0.219,0.07,0.022,8,0,5.1,,0
168191,"Dátiles, medjool",277,1.81,0.15,74.97,6.7,,64,0.9,54,62,696,1,0.44,0.362,0.296,,,,,,,7,0,0,,2.7,0.05,0.06,1.61,0.805,0.249,15,,9.9,,149
168193,"Piña, cruda, variedades tradicionales.",45,0.55,0.13,11.82,,,13,0.25,12,9,125,1,0.08,0.081,1.593,0,,,,,,3,16.9,0,,0.7,0.078,0.029,0.47,0.193,0.106,11,,5.6,,52
168194,"Piña, cruda, variedad extra dulce",51,0.53,0.11,13.5,1.4,,13,0.28,12,8,108,1,0.12,0.113,0.818,0.1,,,,,,3,56.4,0,0.02,0.7,0.08,0.033,0.507,0.217,0.114,19,,5.4,,57
168195,"Clementinas, crudas",47,0.85,0.15,12.02,1.7,,30,0.14,10,21,177,1,0.06,0.043,0.023,0.1,,,,,,,48.8,0,0.2,0,0.086,0.03,0.636,0.151,0.075,24,,14,,
168211,"Kiwi, ZESPRI SunGold, crudo",63,1.02,0.28,15.79,1.4,,17,0.21,12,25,315,3,0.08,0.151,0.048,0.4,,,,,0,1,161.3,0,1.4,6.1,0,0.074,0.231,0.12,0.079,31,0.08,1.9,,23
168215,"Plátanos, verdes, crudos",152,1.25,0.07,36.66,2.2,,2,0.75,41,31,431,2,0.18,0.116,0.109,,,,,,,,20.2,,,,0.1,0.1,0.55,0.53,0.07,28,,,,
168216,"Plátanos, verdes, hervidos",121,1.09,0.08,29.15,2.6,,3,0.3,28,24,289,2,0.14,0.08,0.109,0,,,,,,,9.1,,,3.8,0.05,0.065,0.39,0.38,0.22,48,,,,
168219,"Cerdo, fresco, canal, parte magra y grasa, crudo",376,13.91,35.07,0,0,,19,0.69,13,155,253,42,1.59,0.055,0.011,28.4,,,,,,2,0.4,,0.29,,0.595,0.207,3.846,0.526,0.284,4,0.61,,,8
168220,"Cerdo, fresco, compuesto de cortes minoristas recortados (pierna, lomo, paleta), sólo magro separable, crudo",134,21.2,4.86,0,0,,13,0.82,24,216,363,59,2.21,0.075,0.011,33.5,,,,,,1,0.2,0.5,0.17,0,0.642,0.254,5.573,0.936,0.644,2,0.64,49.9,,2
168222,"Cerdo, fresco, pierna (jamón), entero, parte magra y grasa, crudo",245,17.43,18.87,0,0,,5,0.85,20,199,315,47,1.93,0.065,0.023,29.4,,,,,,0,0.7,0.5,,,0.736,0.2,4.574,0.685,0.401,7,0.63,,,7
168224,"Cerdo, fresco, pierna (jamón), entero, sólo magro separable, crudo",136,20.48,5.41,0,0,,6,1.01,25,229,369,55,2.27,0.075,0.029,35.4,,,,,,2,0.9,0.6,0.17,0,0.875,0.228,5.338,0.805,0.5,9,0.71,72.3,,6
168226,"Cerdo, fresco, pierna (jamón), mitad de pierna, parte magra y grasa, crudo",193,19.87,11.96,0,0,,12,0.69,19,204,329,84,2.02,0.131,0.022,19.5,,,,,,6,0,0.5,0.31,0,0.47,0.307,5.75,0.594,0.475,0,0.54,68.2,,20
168228,"Cerdo, fresco, pierna (jamón), mitad de pierna, sólo magro separable, crudo",119,21.66,2.95,0,0,,12,0.77,21,224,329,90,2.25,0.142,0.026,21.3,,,,,,3,0,0.3,0.29,0,0.522,0.343,6.273,0.622,0.531,0,0.51,74.4,,9
168230,"Cerdo, fresco, lomo, entero, sólo magro separable, crudo",143,21.43,5.66,0,0,,17,0.84,23,211,389,52,1.84,0.062,0.012,36.1,,,,,,2,0.6,0.5,0.18,0,0.989,0.267,4.915,0.781,0.527,5,0.63,75.6,,7
168234,"Cerdo, fresco, lomo, lomo (chuletas o asados), con hueso, sólo magro separable, crudo",143,21.22,5.84,0,0,,30,0.71,18,226,313,73,2.74,0.081,0.009,31.6,,,,,,3,0,0.6,0.18,0,0.54,0.338,7.113,1.115,0.466,0,0.53,72.9,,9
168238,"Cerdo, fresco, lomo, lomo central (chuletas), con hueso, parte magra y grasa, crudo",170,20.71,9.03,0,0,,19,0.63,25,209,343,55,1.77,0.063,0.007,33.8,,,,,,2,0,0.5,0.12,0,0.485,0.189,6.619,0.704,0.697,0,0.53,55.8,,6
168242,"Cerdo, fresco, lomo, costilla central (chuletas o asados), con hueso, parte magra y grasa, crudo",186,20.28,11.04,0,0,,25,0.59,23,203,337,56,1.85,0.065,0.008,35.5,,,,,,2,0,0.7,0.12,0,0.456,0.177,6.331,0.693,0.682,0,0.54,54.8,,8
168246,"Cerdo, fresco, lomo, solomillo (chuletas o asados), con hueso, parte magra y grasa, crudo",168,20.48,8.96,0,0,,14,0.82,23,209,336,57,1.95,0.088,0.012,29.2,,,,,,2,0,0.5,0.22,0,0.492,0.277,6.093,0.839,0.756,0,0.56,79.2,,6
168249,"Cerdo, fresco, lomo, solomillo, sólo magro separable, crudo",109,20.95,2.17,0,0,,5,0.98,27,247,399,53,1.89,0.09,0.015,30.8,,,,,,0,0,0.2,0.22,0,0.998,0.342,6.684,0.846,0.777,0,0.51,80.8,,0
168251,"Cerdo, fresco, lomo, lomo superior (chuletas), sin hueso, sólo magro separable, crudo",127,22.41,3.42,0,0,,5,0.51,27,234,387,49,1.59,0.057,0.008,34.5,,,,,,0,0,0.3,0.13,0,0.693,0.19,8.265,0.746,0.756,0,0.51,59.6,,0
168255,"Cerdo, fresco, paleta, brazo picnic, parte magra y grasa, crudo",193,18.71,12.51,0,0,,12,0.57,18,200,413,84,2.15,0.072,0.01,21.9,,,,,,5,0,0.8,0.21,0,0.585,0.246,4.518,1.017,0.44,0,0.57,64.2,,18
168258,"Cerdo, fresco, paleta, brazo picnic, sólo magro separable, crudo",120,20.26,3.77,0,0,,11,0.62,20,219,427,90,2.41,0.073,0.011,24,,,,,,2,0,0.6,0.17,0,0.655,0.272,4.828,1.113,0.489,0,0.55,69.6,,7
168260,"Cerdo, fresco, paleta, (butt de Boston), lomo (filetes), sólo magro separable, crudo",132,18.73,5.71,0,0,,14,1.2,22,202,339,65,3.36,0.102,0.013,28.2,,,,,,0,0,0.6,0.24,0,0.558,0.384,4.387,1.567,0.521,0,0.91,78.8,,0
168263,"Cerdo, fresco, lomo, lomo central (chuletas), sin hueso, sólo magro separable, crudo",123,23.75,3.09,0,0,,6,0.48,26,221,386,87,1.42,0.048,0,46.9,,,,,,1,0,0.6,0.18,0,0.69,0.203,8.21,0.7,0.363,0,0.41,63.1,,4
168264,"Cerdo, fresco, variedad de carnes y subproductos, cerebro, crudo",127,10.28,9.21,0,0,,10,1.6,14,282,258,120,1.27,0.24,0.094,15.9,,,,,,0,13.5,,,,0.155,0.275,4.275,2.8,0.19,6,2.19,,,0
168266,"Carne de cerdo, fresca, variedad de carnes y subproductos, tripas, crudas",182,7.64,16.61,0,0,,16,1.02,6,48,18,24,1.02,0.076,0.051,15.1,,,,,,0,1.1,,0.18,0,0.02,0.091,0.215,0.227,0.014,3,0.82,,,0
168267,"Cerdo, fresco, variedad de carnes y subproductos, corazón, crudo",118,17.27,4.36,1.33,0,,5,4.68,19,169,294,56,2.8,0.408,0.063,10.4,,,,,,8,5.3,,0.63,,0.613,1.185,6.765,2.515,0.39,4,3.79,,,25
168269,"Cerdo, fresco, variedad de carnes y subproductos, papada, cruda",655,6.38,69.61,0,0,,4,0.42,3,86,148,25,0.84,0.04,0.005,1.5,,,,,,3,0,,0.29,,0.386,0.236,4.535,0.25,0.09,1,0.82,,,9
168270,"Cerdo, fresco, variedad de carnes y subproductos, riñones, crudos",100,16.46,3.25,0,0,,9,4.89,17,204,229,121,2.75,0.622,0.123,190,,,,,,59,13.3,,,,0.34,1.697,8.207,3.13,0.44,42,8.49,,,198
168273,"Cerdo, fresco, variedad de carnes y subproductos, páncreas, crudo",199,18.56,13.24,0,0,,11,2.13,17,234,197,44,2.62,0.09,0.157,40.8,,,,,,0,15.3,,,,0.105,0.46,3.45,4.555,0.46,3,16.4,,,0
168275,"Carne de cerdo, fresca, variedad de carnes y subproductos, lengua, cruda",225,16.3,17.2,0,0,,16,3.35,18,193,243,110,3.01,0.07,0.011,10.4,,,,,,0,4.4,,0.29,,0.49,0.485,5.3,0.641,0.24,4,2.84,,,0
